,symbol,isin,close,ema_20,ema_50,period_high,period_low,volume,avg_volume_50d,volume_ratio,price_drop_pct
796,LOKESHMACH,INE397H01017,168.07,167.65364526019783,181.3150155826281,267.45,127.93,4075,47390.16,0.08598831487380502,37.15834735464573
797,LORDSCHLO,INE846D01012,145.78,147.11486046891326,148.19643242255785,171.93,122.6,547,8452.74,0.06471274403329572,15.209678357471065
798,LOTUSEYE,INE947I01017,81.22,70.22021018049776,66.63982450968786,83.38,54.99,112834,80515.98,1.4013864080149059,2.590549292396254
799,LODHA,INE670K01029,1329.3,1253.2615547470757,1209.546258773798,1390.0,1035.15,5035119,1573025.4,3.2009139839699983,4.366906474820147
800,LOVABLE,INE597L01014,91.14,90.33810914302902,91.78812847793107,103.23,76.05,3191,37967.52,0.08404552101375071,11.711711711711715
801,LOYALTEX,INE970D01010,288.0,271.7504430451954,261.88810254606375,317.23,212.0,158,1316.18,0.12004437083073743,9.21413485483719
802,LTFOODS,INE818H01020,346.55,356.4300636603681,361.66279523370156,406.25,288.25,732011,738880.18,0.9907032558377733,14.695384615384613
803,LTF,INE498L01015,164.17,163.11777113390764,153.9946704591993,182.14,131.05,5934900,5231996.84,1.134347015393075,9.866037114307675
804,LUMAXTECH,INE872H01027,520.95,534.7642614119632,537.9275940522723,584.0,449.0,49840,93973.48,0.5303623958589169,10.79623287671232
805,LUXIND,INE150G01020,1372.0,1393.460332997801,1406.5910746405327,1525.0,1211.0,31491,61401.28,0.5128720443612902,10.032786885245901
806,LYKALABS,INE933A01014,110.68,109.90865687037346,113.9099213690132,131.5,96.8,22066,97995.04,0.22517466190125543,15.832699619771859
807,LXCHEM,INE576O01020,174.97,178.2296506129626,183.79386098283695,206.18,160.2,551576,755941.06,0.7296547696456652,15.137258705985065
808,MACPOWER,INE155Z01011,847.95,823.2686500693917,868.5471171822084,1250.0,601.2,5703,27235.0,0.20939966954286762,32.164
809,MAANALU,INE215I01027,84.65,85.22930937307338,90.42453420880935,106.0,75.51,33064,82002.18,0.4032087927418515,20.14150943396226
810,M&MFIN,INE774D01024,262.05,268.67050627327234,271.80619168411556,296.0,237.95,3217620,2036350.02,1.5800918154532195,11.469594594594591
811,MADHAV,INE925C01016,43.98,43.6536046793532,43.54922029531226,50.9,37.62,2953,22709.88,0.13003151051436643,13.59528487229863
812,MADRASFERT,INE414A01015,80.93,79.79266439989976,79.18033443527513,88.99,66.5,222819,271057.84,0.8220348837724081,9.05719743791436
813,MAGADSUGAR,INE347W01011,655.6,663.2861637079426,619.2262491828999,727.05,440.05,6981,19511.78,0.3577838618516609,9.827384636544934
814,MAGNUM,INE387I01016,27.48,27.334656928346742,28.448041438286406,34.19,23.1,32893,115084.96,0.2858149318555613,19.625621526762206
815,MAHAPEXLTD,INE843B01013,115.82,116.32960899596641,117.84419009874523,140.0,97.81,6233,16787.66,0.37128462215698915,17.271428571428576
816,MAHASTEEL,INE451L01014,257.5,250.4173510753734,240.63884857197604,280.99,221.9,1765,7317.4,0.24120589280345478,8.359728104203
817,MAHABANK,INE457A01014,50.66,48.887513738692654,48.14862117332238,52.4,42.0,8158351,10843358.96,0.7523822673486408,3.3206106870229046
818,MAHESHWARI,INE263W01010,56.16,57.472119357189904,57.89071907315352,63.29,53.52,51485,32823.66,1.5685331861224494,11.26560278085006
819,MAHEPC,INE215D01010,139.08,135.1609104332283,127.94009650613718,160.0,107.55,85562,80551.7,1.0621998045975443,13.074999999999992
820,MAHLIFE,INE813A01018,341.4,324.99422096186055,333.36757989419067,379.95,278.7,423914,579597.46,0.7313938194277111,10.146071851559418
821,MAHSEAMLES,INE271B01025,655.45,681.3875142976983,669.9809467752663,755.0,590.55,234106,418101.36,0.5599264254964395,13.185430463576154
822,MAHLOG,INE766P01016,302.75,293.17173164748874,293.2971125753489,349.7,238.2,105945,303319.38,0.34928529789293383,13.425793537317698
823,MAITHANALL,INE683C01011,930.15,931.6246025191491,927.4505445348184,1040.0,835.25,29014,50345.98,0.5762922878847526,10.562500000000002
824,MALUPAPER,INE383H01017,44.31,36.68114164943206,36.49403251158315,50.68,31.21,2278363,41927.92,54.339995878641254,12.56906077348066
825,MALLCOM,INE389C01015,1097.0,1198.4017073286575,1227.050649816099,1345.8,1050.0,7733,5214.06,1.4831052960648707,18.487145192450587
826,MANAKCOAT,INE830Q01018,91.18,89.04217632984302,89.08087686864624,99.0,72.2,6271,67245.18,0.09325575453883833,7.898989898989892
827,MAMATA,INE0TO701015,372.55,372.6791955094584,377.0319369904671,424.9,311.55,97277,356278.54,0.2730363720475558,12.32054601082607
828,MANAKALUCO,INE859Q01017,27.36,25.171701064394988,24.37110219295668,31.1,17.81,146126,109115.84,1.3391822855416775,12.025723472668815
829,MANALIPETC,INE201A01024,53.65,56.28828904168669,57.6522491254218,64.9,50.4,119462,339958.08,0.3514021493473548,17.334360554699547
830,MANAKSTEEL,INE824Q01011,67.88,58.50538457612711,54.62874428948506,75.68,43.05,87421,199482.46,0.4382390311408833,10.306553911205087
831,MANAKSIA,INE015D01022,65.13,65.8338023857802,67.09888370095605,77.7,54.52,55799,84026.86,0.6640614679639344,16.177606177606187
832,MANAPPURAM,INE522D01027,230.85,228.32372327164353,218.5540787929309,247.6,168.83,4270268,15930941.92,0.26804868296199275,6.764943457189014
833,MANBA,INE939X01013,129.22,134.3229597479903,137.07845033836864,147.95,119.0,42078,110595.14,0.38046879817684576,12.659682325109827
834,MANCREDIT,INE545L01039,160.5,162.00047197326944,162.10306518472393,180.0,145.0,10011,18685.28,0.5357693328652287,10.833333333333334
835,MANGCHEFER,INE558B01017,224.46,195.4578518728274,176.06598439951875,231.95,125.4,824712,459316.22,1.7955211771097481,3.2291442121146714
836,MANGLMCEM,INE347A01017,777.0,799.2547453397545,798.4642520977351,854.55,665.0,30032,108161.68,0.27765840915192885,9.07495172898016
837,MANINDS,INE993A01026,273.25,276.9210624751508,273.99319787318086,301.0,201.55,118060,516624.74,0.22852176997950197,9.219269102990033
838,MANGALAM,INE584F01014,78.02,80.02766688413028,84.74351131980657,115.98,72.01,6293,42636.94,0.14759501971764388,32.729780996723576
839,MANOMAY,INE784W01015,169.37,173.84524274881198,177.8034114504844,204.0,146.0,6509,20629.34,0.3155214854183411,16.97549019607843
840,MANINFRA,INE949H01023,153.25,156.3575021573936,162.5951248250859,185.5,135.1,693128,988569.98,0.7011420678584636,17.38544474393531
841,MANYAVAR,INE825V01034,781.95,792.6948362439308,836.539225158806,921.15,740.0,109569,202934.24,0.5399236718259077,15.11154535092004
842,MANORG,INE370D01013,397.3,404.18957424556504,404.78022031219933,495.0,340.1,1726,6527.44,0.26442219308028875,19.737373737373733
843,MARATHON,INE182D01020,492.3,504.77882436272125,500.16377566583054,568.8,352.05,36881,78024.14,0.4726870427536914,13.449367088607586
844,MARALOVER,INE882A01013,68.47,68.66753221447914,69.04235612196048,80.0,55.7,13172,38504.28,0.34209184017984495,14.4125
845,MARINE,INE01JE01028,188.42,188.72317411327668,185.04112157140975,217.0,138.9,258634,308673.54,0.8378884694813816,13.170506912442404
846,MARKSANS,INE750C01026,219.39,215.61959529654877,219.73895472546002,260.48,171.0,2200841,1520271.78,1.4476628645964869,15.7747235872236
847,MARICO,INE196A01026,710.45,692.7927584326939,669.0184695380458,726.3,577.85,2215886,2026711.94,1.093340378702264,2.1822938179815377
848,MASKINVEST,INE885F01015,163.96,163.26543734832492,169.42701483473456,206.5,143.25,721,197.38,3.6528523659945282,20.600484261501208
849,MASTERTR,INE677D01037,138.73,134.95099657490576,131.31916091966926,150.0,105.2,19456,82203.68,0.23668040165598428,7.51333333333334
850,MAWANASUG,INE636A01039,88.89,90.26422136552675,89.53884364611349,96.24,78.43,44867,86044.74,0.5214380332836149,7.637157107231915
851,MATRIMONY,INE866R01028,501.1,508.322812342216,528.2859213744263,559.55,487.0,9123,19473.38,0.46848569688467023,10.445894021981939
852,MAXESTATES,INE03EI01018,409.15,408.3919793605183,421.4145091591706,495.0,341.1,78890,232951.74,0.3386538344809101,17.343434343434346
853,MASFIN,INE348L01012,267.69,266.89969600838225,258.0299563550214,288.0,220.06,101181,129305.28,0.7824970488444092,7.052083333333334
854,MAXHEALTH,INE027H01010,1098.2,1094.4179761051228,1079.8153569658966,1189.5,940.05,2112594,2718416.94,0.7771412725231178,7.6754939050020985
855,MAYURUNIQ,INE040D01038,460.5,478.8619673119997,488.6220233234233,526.45,441.0,80728,77670.1,1.0393703625977049,12.527305537088049
856,MAXIND,INE0CG601016,193.31,204.73337385409212,206.2492342364172,240.49,169.0,80647,91481.14,0.8815696874787524,19.618279346334567
857,MAZDA,INE885E01042,239.12,245.8167609667997,256.32888990776945,278.1,206.05,2842,12219.36,0.23258173914182084,14.016540812657322
858,MBAPL,INE900L01010,265.3,271.5739627736955,277.76119709869397,325.0,240.0,8685,37189.52,0.23353353310287417,18.369230769230764
859,MBLINFRA,INE912H01013,41.83,45.023204001022485,45.3631223938679,57.0,32.51,438588,512336.82,0.8560540310181103,26.6140350877193
860,MCL,INE813V01022,55.69,51.94987004860094,48.91893809762267,64.09,39.6,66350,63330.06,1.0476857277570872,13.10656888750196
861,MCLEODRUSS,INE942G01012,33.68,35.6660704232649,35.79894298752236,40.39,27.6,697328,380979.24,1.830356950683192,16.613023025501363
862,MCLOUD,INE613C01026,70.12,65.67970945685028,64.22506560693611,75.49,42.49,848601,941264.46,0.9015542773175564,7.113524970194715
863,MEDANTA,INE474Q01031,1197.2,1227.792061622945,1200.7242311828372,1298.8,1010.0,292094,285833.1,1.021904041204465,7.822605481983362
864,MEDICAMEQ,INE646B01010,426.85,462.8744594258023,470.2485625357009,560.7,398.0,22607,56704.5,0.3986808807061168,23.871945782058145
865,MEDICO,INE630Y01024,55.66,56.6573445106336,57.88270159607052,71.5,42.0,210021,1572203.3,0.13358386921080753,22.153846153846157
866,MEDIASSIST,INE456Z01021,448.85,453.6289602523544,469.8486908899599,515.9,415.25,116024,245982.56,0.47167571554666315,12.996704787749556
867,MEGASTAR,INE00EM01016,205.37,208.4847911507908,215.36423275509,253.99,189.05,2549,14328.36,0.17789893609596633,19.142485924642706
868,MEGASOFT,INE933B01012,64.15,62.401061924207085,63.29466996291723,74.08,49.06,76520,99543.86,0.768706377269276,13.404427645788328
869,MEDPLUS,INE804L01022,806.15,784.5906288895734,765.2731073891005,838.75,678.05,141859,156971.02,0.9037273249546318,3.8867362146050697
870,MENONBE,INE071D01033,101.89,99.72767599881054,99.83772954208868,112.5,86.0,20129,45019.82,0.44711418215354926,9.431111111111111
871,MFML,INE0US801024,30.26,30.053981195842887,31.28902763336831,37.61,26.22,12950,16167.46,0.8009916214420818,19.54267482052645
872,METROBRAND,INE317I01021,1070.0,1078.492686251775,1100.181916174632,1233.9,990.05,35902,76674.94,0.46823642770375823,13.283086149606943
873,MFSL,INE180A01020,1305.0,1215.7157621405497,1152.8850636299383,1314.9,950.0,683613,1040838.62,0.6567905791197487,0.7529089664613348
874,MANORAMA,INE00VM01036,1274.7,1130.363823479305,1071.2826717045052,1388.1,740.5,355548,142558.48,2.4940501610286527,8.16944024205748
875,MGL,INE002S01010,1346.1,1318.2569476693354,1312.5599349685583,1407.4,1195.55,764409,477832.46,1.5997427215388422,4.355549239732853
876,MHLXMIRU,INE112D01035,215.01,227.98032553522108,225.70226715288754,269.04,201.0,9640,7158.0,1.3467449008102823,20.08251561106156
877,MICEL,INE287C01037,56.22,58.049895190886765,60.51921821969548,71.99,49.5,269318,609704.74,0.44171872437796694,21.905820252812884
878,MHRIL,INE998I01010,310.75,308.3138383344967,311.1424348645448,333.5,259.0,128551,143622.12,0.895064075088155,6.8215892053973
879,MINDTECK,INE110B01017,218.93,194.04041187156682,195.16255049261258,244.9,145.0,328635,155406.78,2.114676077839075,10.604328297264189
880,MINDACORP,INE842C01021,486.45,510.2798725364478,517.7699948111,562.6,453.65,95180,289584.76,0.3286775174218422,13.535371489512983
881,MIDHANI,INE099Z01011,307.0,290.87560776511526,285.36313018613396,324.5,226.93,873243,631098.76,1.3836867624331888,5.3929121725731894
882,MIRZAINT,INE771A01026,29.07,29.781815479666864,30.457438495348494,35.29,25.03,133245,214829.72,0.6202354124932062,17.62538962879002
883,MITCON,INE828O01033,73.16,73.89154538287654,77.7717758122073,97.59,60.41,3446,20341.78,0.16940503731728493,25.033302592478744
884,MMFL,INE227C01017,342.25,345.7094601858396,356.4826661607763,382.1,303.0,22029,89275.16,0.246753968293084,10.42920701387072
885,MMTC,INE123F01029,56.19,55.211234954305674,55.97921129453501,65.7,44.5,2056297,3238832.62,0.6348883197304589,14.474885844748867
886,MOBIKWIK,INE0HLU01028,252.45,276.6947183831189,307.83713225296384,367.6,231.1,861735,5577212.8,0.15450997315361537,31.32480957562569
887,MMP,INE511Y01018,242.95,248.9506912556549,257.50892651876234,306.0,218.0,19677,44569.78,0.4414874832229372,20.604575163398696
888,MODIRUBBER,INE832A01018,131.37,118.78680372465756,110.64723581687095,163.7,90.0,13680,19827.6,0.6899473461235853,19.74954184483811
889,MODISONLTD,INE737D01021,123.29,130.83629876304687,135.18333248381424,156.0,112.0,24926,37408.36,0.6663216457497736,20.967948717948715
890,MOHITIND,INE954E01012,28.58,28.667523440858215,28.960389179565052,31.3,23.9,8658,9902.62,0.8743140704177278,8.690095846645375
891,MODTHREAD,INE794W01014,41.05,40.0639140428482,40.64727307846648,48.05,31.35,3297,2812.48,1.1722750028444646,14.568158168574403
892,MOIL,INE490G01020,315.8,321.4213652217311,321.90029589696394,347.95,274.05,554650,828391.48,0.6695505849480731,9.239833309383526
893,MOLDTKPAC,INE893J01029,506.55,494.1845556002036,494.15040559189043,575.45,410.0,31050,90307.72,0.3438244260845031,11.973238335215923
894,MOLDTECH,INE835B01035,142.3,146.787988669912,146.31435132492004,164.2,109.95,27291,183060.16,0.14908213780650034,13.337393422655285
895,MOL,INE0CT101020,68.5,69.92552228570284,69.65024081783017,80.0,56.11,488342,1046883.6,0.46647210826494945,14.374999999999998
896,MONARCH,INE903D01011,311.55,324.03010218255287,339.9740841287088,388.8,300.05,205931,131730.2,1.5632785800067106,19.868827160493826
897,MOTHERSON,INE775A01035,133.27,130.39510371795336,130.01397416556827,139.48,107.25,18806115,19933636.16,0.9434362526259735,4.452251218812719
898,MOREPENLAB,INE083A01026,60.17,55.10394032362561,53.97795647901003,64.9,42.0,6134537,6753738.58,0.9083172123609202,7.288135593220344
899,MOSCHIP,INE935B01025,155.53,162.45263263337114,164.9672277643112,204.9,129.98,888830,784054.18,1.1336333925290722,24.094680331869206
900,MONTECARLO,INE950M01013,572.9,577.2971791109372,585.8310722198531,685.45,518.05,17514,34181.9,0.5123764331415164,16.419870158290184
901,MOTOGENFIN,INE861B01023,27.65,27.28750947193079,27.117041999269063,31.35,24.08,3807,10913.62,0.3488301773380418,11.802232854864442
902,MSPL,INE752G01015,27.15,27.78598520203805,28.510285183997286,31.53,21.6,164607,715289.72,0.2301263325859066,13.891531874405336
903,MRPL,INE103A01014,134.21,134.85150962762157,130.3436818936342,147.65,98.92,2571950,5676587.12,0.45308033605938913,9.102607517778528
904,MSUMI,INE0FS801015,55.76,54.090200993892985,53.23695940315098,57.46,46.08,5513845,5706744.7,0.9661979446881511,2.9585798816568096
905,MSTCLTD,INE255X01014,513.0,518.556887304554,519.0662950315881,611.8,411.1,142449,357737.36,0.39819436247866313,16.14906832298136
906,MOTILALOFS,INE338I01027,652.75,660.7485231147625,654.0688153106576,777.6,513.0,1501693,2272190.3,0.6609010697739534,16.05581275720165
907,MTARTECH,INE864I01014,1421.3,1389.0806573751074,1389.4163185131447,1510.25,1155.6,133108,186591.44,0.7133660579499252,5.8897533520940275
908,MTNL,INE153A01019,41.59,43.3514929277543,44.08543650470036,51.18,37.42,1515039,5779907.02,0.2621216906703804,18.737788198515037
909,MUKANDLTD,INE304A01026,99.86,98.17096467910662,99.09490820721969,111.24,84.4,111338,183768.14,0.605861277150653,10.230133045667023
910,MUFIN,INE08KJ01020,74.35,72.88347776575615,75.95843276646116,87.8,63.11,291282,377287.08,0.7720433999489195,15.318906605922555
911,MUFTI,INE220Q01020,130.95,130.72576124151857,132.42645299840433,144.39,117.0,54321,227435.0,0.23884186690702838,9.308123831290255
912,MUKTAARTS,INE374B01019,71.11,71.09439282661282,72.84316097752293,84.85,59.26,1577,19934.26,0.07911003468400633,16.19328226281673
913,MUNJALAU,INE672B01032,72.26,71.97322620810164,73.60183495105036,82.59,60.52,76586,138503.58,0.5529532160829345,12.5075675021189
914,MUKKA,INE0CG401037,31.92,32.90968056266401,33.585267467775076,36.73,28.71,267513,588729.52,0.4543903285162259,13.095562210726913
915,MURUDCERA,INE692B01014,33.8,34.30829609062096,35.545429515537606,40.91,29.92,76899,51709.46,1.4871360095425479,17.379613786360302
916,MUTHOOTCAP,INE296G01013,270.12,265.300651890198,268.26090262223704,289.0,234.01,26398,47195.82,0.5593291948312372,6.532871972318338
917,MUNJALSHOW,INE577A01027,115.69,115.15178099690667,117.32674809717932,133.2,104.2,19712,58222.46,0.33856350281317554,13.14564564564564
918,MVGJL,INE0KNT01012,215.87,220.3964829872465,221.60868018495864,253.28,180.9,122648,214723.78,0.571189646530999,14.77021478205938
919,MUTHOOTMF,INE046W01019,149.68,145.86366740665778,143.3523875885852,167.5,119.25,116267,319327.28,0.36409980381256496,10.63880597014925
920,NAGREEKCAP,INE245I01016,29.48,27.481855291602102,28.530298882192138,33.77,23.23,1259,7407.24,0.1699688412958133,12.703583061889256
921,NACLIND,INE295D01020,187.84,163.79356397096132,127.78277472516521,219.66,53.76,677910,2182603.78,0.3105969146630911,14.486023855048707
922,NAHARCAP,INE049I01012,250.82,252.0872941501402,250.58330774647737,280.0,215.0,2722,9478.18,0.28718593654055946,10.421428571428574
923,NAGREEKEXP,INE123B01028,26.47,26.887674583907657,28.283517839474083,36.5,22.5,15607,35373.88,0.44120124792643617,27.479452054794525
924,NAHARPOLY,INE308A01027,204.97,208.07341604395918,207.48671138634234,228.38,176.42,5024,16042.44,0.3131693183829891,10.25045976004904
925,NAM-INDIA,INE298J01013,638.7,609.346418745309,589.629199908607,680.9,498.05,1954738,1187357.6,1.6462925743684969,6.197679541782924
926,NAHARSPING,INE290A01027,214.72,222.2748966094354,219.54577695204568,251.38,185.1,14370,53454.78,0.26882535107243916,14.58349908505052
927,NAHARINDUS,INE289A01011,97.34,99.42290601409098,102.21082353593684,118.41,88.8,10655,50419.5,0.21132696674897608,17.794105227599015
928,NATCOPHARM,INE987B01026,850.9,842.1098659602129,882.7351032348524,1245.0,726.8,707147,1484965.42,0.4762043549808722,31.654618473895585
929,NATHBIOGEN,INE448G01010,157.31,158.8720297177229,158.97065071666384,171.95,137.55,43724,29726.04,1.4708989155635934,8.514102936900255
930,NATIONALUM,INE139A01034,156.47,161.18095083459258,171.56732503101057,202.5,137.75,8700135,13995349.5,0.6216447113378626,22.730864197530863
931,NAVA,INE725A01030,454.95,474.8524462302118,459.1806437385364,548.95,356.05,565124,669135.28,0.8445586668214534,17.12359959923491
932,NAVKARCORP,INE278M01019,100.13,97.81309175895812,102.76279886626897,119.0,80.54,705772,889467.4,0.7934770852759753,15.857142857142861
933,NAVNETEDUL,INE060A01024,142.43,141.22930042098227,139.3019256851542,148.13,127.51,88249,152704.46,0.5779071547746543,3.8479713764936125
934,NBCC,INE095N01031,95.19,92.69764958634775,87.98448807029233,102.5,70.8,8309482,14511409.2,0.5726171652578028,7.131707317073173
935,NCC,INE868B01028,211.9,212.70979169941975,210.12843218203682,224.99,170.05,2881446,7314925.24,0.39391325344563605,5.818036357171431
936,NCLIND,INE732C01016,209.45,204.05223439801932,199.00591909066586,218.9,179.21,63972,91632.18,0.6981390162277052,4.31703974417543
937,NDLVENTURE,INE353A01023,58.01,62.81082161111118,72.51213278132566,98.0,48.94,5241,34007.26,0.15411415091953892,40.80612244897959
938,NDRAUTO,INE07OG01012,667.0,678.5855573069063,690.0251481369614,798.95,551.0,15915,20713.2,0.7683506169978565,16.515426497277684
939,NELCO,INE045B01015,823.45,858.8130145984308,885.5916508538741,955.2,706.95,221026,126085.22,1.752988970475683,13.792922948073702
940,NELCAST,INE189I01024,86.88,89.39419847104901,92.42565835603325,111.59,78.55,18608,97701.48,0.19045770852191798,22.143561251008162
941,NESCO,INE317F01035,942.75,946.9029980005989,939.4172211382617,979.0,842.6,78628,62795.46,1.2521287366952962,3.7027579162410627
942,NETWEB,INE0NT901020,1411.4,1488.7119955197218,1576.1853956753646,1681.95,1251.55,182844,280646.08,0.6515109706859258,16.08549600166473
943,NEWGEN,INE619B01017,986.55,984.3415599815185,1022.6085722142145,1183.4,758.2,497514,696572.96,0.7142309974248785,16.634274125401397
944,NETWORK18,INE870H01013,43.54,44.32615223685285,45.773966310028015,50.7,39.66,3012434,5115597.94,0.5888723146995403,14.122287968441821
945,NFL,INE870D01012,84.74,84.24875253526453,85.8375213829385,92.8,71.0,1793851,2317102.72,0.7741784533402126,8.68534482758621
946,NGIL,INE236Y01012,32.05,33.21468645234878,34.8637488496387,42.87,30.97,7964,40036.12,0.19892037490146397,25.239094938185215
947,NGLFINE,INE887E01022,1093.9,1108.716730988384,1182.7619936798733,1309.95,957.0,866,6904.64,0.1254229040181675,16.492995915874648
948,NHPC,INE848E01016,85.79,85.30753546628728,81.96021216049292,91.49,71.0,12429363,21578978.44,0.5759940413564822,6.230189091703999
949,NIBE,INE149O01018,1319.1,1303.258526409062,1246.0233406099244,1589.7,761.5,42782,73473.8,0.5822755866717115,17.022079637667492
950,NIITLTD,INE161A01038,129.53,128.83446492099787,129.30743909029604,150.75,103.4,853236,1476875.22,0.5777305952766951,14.076285240464346
951,NIACL,INE470Y01017,172.07,166.0338745576444,163.37871686158456,180.5,135.6,2409486,931029.58,2.5879800725558044,4.670360110803328
952,NIITMTS,INE342G01023,374.35,390.53990008243517,409.13694067002695,463.25,342.35,70303,108851.42,0.6458620383638541,19.19050188882892
953,NAZARA,INE418L01021,1011.5,983.3752394232722,961.4579260113679,1029.0,901.0,496121,333382.16,1.4881450165179806,1.7006802721088436
954,NINSYS,INE395U01014,440.65,457.69388024963985,464.62310427736946,529.5,425.05,5604,14935.1,0.375223466866643,16.77998111425874
955,NIPPOBATRY,INE567A01028,499.7,477.8755863414207,468.75340220792975,550.0,388.1,5537,9329.9,0.5934683115574658,9.145454545454546
956,NIRAJ,INE368I01016,57.52,58.5716484663333,57.090839548829955,69.88,43.0,38286,113705.24,0.3367127143832597,17.687464224384648
957,NITCO,INE858F01012,129.49,122.61939370980497,118.30304039967335,139.9,93.0,160460,285894.7,0.5612555951544397,7.441029306647602
958,NDTV,INE155G01029,117.85,121.54993952030304,123.71984398839537,139.79,107.11,73664,158918.9,0.46353202797149995,15.694971027970524
959,NIVABUPA,INE995S01015,81.59,78.82163618298077,76.9715384045848,89.5,68.54,2257271,1987956.86,1.1354728291236662,8.83798882681564
960,NITIRAJ,INE439T01012,253.8,270.3673229809801,273.69164748223216,421.6,208.0,6659,73410.04,0.09070966314689381,39.800759013282736
961,NITINSPIN,INE229H01012,351.8,357.2995114768868,354.1055431931114,384.3,290.5,50099,146349.02,0.3423254901194419,8.456934686442882
962,NLCINDIA,INE589A01014,227.58,237.8648366649041,233.77307821594516,269.06,186.03,1388474,2684016.08,0.5173121019453802,15.416635694640595
963,NMDC,INE584A01023,64.79,66.02100615011166,65.59823207994768,70.98,59.53,13726917,23695666.34,0.5793007380774927,8.720766413074102
964,NKIND,INE542C01019,68.0,69.70457496534263,67.33096246508663,84.0,53.0,658,1167.78,0.5634622959804073,19.047619047619047
965,NORBTEAEXP,INE369C01017,39.99,41.80006346745564,40.24094008752289,52.04,32.86,900,5334.72,0.1687061364045348,23.15526518063028
966,NOCIL,INE163A01018,176.02,182.96448499307053,188.85232551501554,208.89,158.1,488764,478603.98,1.0212284486225962,15.73555459811383
967,NORTHARC,INE850M01015,223.76,201.0259576972692,190.87872032163776,231.6,141.47,986571,640929.0,1.5392828222782866,3.3851468048359257
968,NOVAAGRI,INE02H701025,46.84,47.66870021265731,49.42745738767036,58.69,40.4,104936,269189.24,0.38982241637890136,20.190833191344343
969,NRL,INE0JM501013,59.63,61.99520908979994,67.02033402390879,92.37,52.7,36414,195164.68,0.18658089158345662,35.44440835769189
970,NRAIL,INE740D01017,245.38,254.30605160241032,261.3734538676904,332.0,205.75,11077,23836.74,0.464702807514786,26.090361445783135
971,NRBBEARING,INE349A01021,217.41,222.07772426144004,223.05372606116345,248.88,191.45,165178,195716.5,0.8439656339654551,12.644648023143684
972,NURECA,INE0DSF01015,231.01,234.84357544640787,245.9732525185113,279.9,203.62,528,11301.72,0.046718552574298425,17.466952483029647
973,NSLNISP,INE0NNS01018,35.35,35.636885298528874,36.07055120704865,40.95,32.13,5004645,5176787.56,0.96674722344604,13.675213675213676
974,NTPC,INE733E01010,354.55,356.10386540916573,344.07453386523406,371.45,292.8,16739088,13489132.86,1.240931361098626,4.5497375151433515
975,NUCLEUS,INE096B01018,872.3,871.1082423384947,871.7253892610138,999.0,725.0,25257,51864.74,0.48697824379337484,12.682682682682685
976,NTPCGREEN,INE0ONG01011,100.55,102.4089107253925,102.35211111909679,112.7,84.55,11786461,11281206.36,1.0447872881566542,10.780834072759543
977,OAL,INE959C01023,337.1,319.4485199485042,318.32212667708257,350.0,261.55,34929,50615.2,0.6900891431822852,3.685714285714279
978,NUVOCO,INE118D01016,319.25,322.56122644069063,321.8723853417767,343.05,287.05,128305,258403.9,0.4965288836584897,6.937764174318615
979,OBCL,INE426Z01016,54.79,53.70775288267695,53.69573714560021,60.0,49.01,73343,29816.72,2.4597943704069394,8.683333333333335
980,NYKAA,INE388Y01029,194.37,186.14626418132798,178.21035399302522,199.74,154.9,5819934,7215080.12,0.8066347016531814,2.688495043556626
981,OCCL,INE321D01016,171.28,175.38012869240757,179.04614861148906,199.49,132.0,6340,18006.14,0.35210211627811405,14.141059702240716
982,OCCLLTD,INE0PK601023,78.73,80.4567739716683,81.07286372093445,93.16,63.63,29183,207502.52,0.1406392558509651,15.489480463718328
983,OILCOUNTUB,INE591A01010,66.74,72.77619065475449,73.3171347471887,85.35,62.56,25215,39556.34,0.6374452236986536,21.804335090802578
984,OIL,INE274J01014,410.75,390.4761661244918,391.7539232980763,421.1,325.0,3621149,3036929.26,1.1923718631496871,2.45784849204465
985,ODIGMA,INE054301028,36.51,39.76116502791039,42.10577398563951,47.25,34.46,3728,35151.82,0.10605425266742946,22.730158730158735
986,OMAXAUTO,INE090B01011,83.53,87.5754697564589,89.55221247859505,109.18,77.55,8932,35862.84,0.2490600298247434,23.493313793735123
987,OLAELEC,INE0LXG01040,48.69,51.49689160182662,55.171234832763936,66.12,45.35,18937194,43615214.26,0.43418780169486665,26.361161524500915
988,OLECTRA,INE260D01016,1161.5,1189.0688717667433,1190.4655133997235,1319.85,989.95,247719,696747.18,0.3555364228384821,11.997575482062349
989,OMINFRAL,INE239D01028,115.16,120.0318778889221,121.48508903223232,134.49,100.3,114849,286544.88,0.4008063239517663,14.372815822737758
990,OMAXE,INE800H01010,75.31,77.50774349494475,79.362256453714,89.67,71.21,125422,208532.16,0.601451593845285,16.01427456228393
991,ONEPOINT,INE840Y01029,59.57,58.083195967825155,54.2777072128709,67.54,41.01,1817533,2264004.8,0.8027955594440437,11.800414569144218
992,ONMOBILE,INE809I01019,48.03,48.48304476050943,50.62914479712659,58.79,41.07,289994,506082.38,0.5730173810832931,18.30243238646028
993,OPTIEMUS,INE350C01017,518.85,479.45174132536226,488.9049656268171,589.15,378.45,216916,247232.24,0.8773774811893466,11.932445047950429
994,ONGC,INE213A01029,244.45,242.30938534682278,241.1574790584629,254.9,205.0,9822483,12315621.96,0.7975628865438152,4.099646920360932
