,symbol,isin,close,ema_20,ema_50,period_high,period_low,volume,avg_volume_50d,volume_ratio,price_drop_pct
33,ADFFOODS,INE982B01027,222.12,231.07458354944166,237.8469557251538,260.01,210.55,84494,139295.78,0.6065797542466829,14.572516441675315
34,ADANIPOWER,INE814H01011,532.05,540.9694919924307,522.4982999289219,585.55,462.0,5205418,5391396.18,0.9655046348309725,9.136709076936214
35,ADL,INE0CHO01012,94.68,93.1070879789997,85.87531887590474,121.77,62.0,6408,12005.24,0.5337669217774905,22.246858832224678
36,ADOR,INE045A01017,876.9,887.5135745394999,901.4239149864983,949.4,788.0,5137,21629.78,0.23749663658160186,7.636401938066147
37,ADVANIHOTR,INE199C01026,59.01,60.302472826130796,60.34970957495244,64.9,52.29,23115,69899.06,0.33069114234154223,9.075500770416035
38,ADSL,INE102I01027,185.63,192.59932462256558,199.75972139010125,252.5,158.05,118231,348749.7,0.33901391169655487,26.483168316831684
39,ADVENZYMES,INE837H01020,286.25,288.3145019323664,292.37713257249646,318.8,257.9,75682,235433.28,0.32145837665770954,10.210163111668761
40,AEGISLOG,INE208C01025,785.4,783.6765855584799,777.9166307087461,944.0,640.2,513504,1976251.1,0.25983742652945263,16.80084745762712
41,AETHER,INE0BWX01014,805.35,824.3085015412141,831.098677386208,938.5,738.5,46098,95925.6,0.4805599339488103,14.18753329781566
42,AFCONS,INE101I01011,418.65,438.54343523042604,448.65207068065484,498.7,398.0,392581,1026327.56,0.382510433608545,16.05173450972529
43,AEROFLEX,INE024001021,175.72,175.91052145493214,180.714597909923,227.63,148.01,822898,1091977.38,0.753585207048886,22.804551245442166
44,AFFORDABLE,INE692Z01013,385.4,392.42184144332896,423.28545180299324,508.15,351.55,15827,23265.64,0.680273570810861,24.156253074879466
45,AFSL,INE00ZE01026,184.34,181.9810198623766,185.52590937113152,215.7,171.3,56986,63319.2,0.899979784962539,14.538711172925353
46,AGARIND,INE204E01012,980.65,1005.8045869341618,1013.5995002134274,1103.0,837.3,9308,24322.74,0.38268714791178954,11.092475067996375
47,AGARWALEYE,INE943P01029,364.9,400.70805960117025,409.8399399910951,464.0,361.0,284657,685693.94,0.4151371091306422,21.35775862068966
48,AGI,INE415A01038,816.75,785.3862957827375,774.9715251707574,843.05,599.1,292526,222096.02,1.3171150027812295,3.1196251705118265
49,AGRITECH,INE449G01018,153.13,150.88034924054358,151.4567190215985,185.55,117.5,10862,22407.68,0.484744516165886,17.47237941255727
50,AGIIL,INE976R01025,865.6,825.0474298244876,826.8570096881324,971.15,685.0,131642,74978.6,1.7557276342849826,10.868557895278789
51,AGROPHOS,INE740V01019,30.19,31.895169130673263,32.330411271015095,38.59,27.2,30980,46326.0,0.668738937097958,21.76729722726095
52,AHLEAST,INE926K01017,136.94,138.03299452060108,137.15551460049346,149.3,122.78,4617,11910.48,0.38764180788683583,8.278633623576699
53,AHLADA,INE00PV01013,63.03,64.88868382762409,67.64094595543595,84.01,53.05,23157,42982.22,0.5387576537461304,24.97321747411023
54,AHLUCONT,INE758C01029,848.4,856.5064748203577,818.6747324268905,932.0,620.0,64136,107044.78,0.5991511216147112,8.969957081545067
55,AIRAN,INE645W01026,26.1,27.494593147787675,28.028257986477083,31.87,23.16,88492,155126.48,0.57045064130895,18.1048007530593
56,AIROLAM,INE801L01010,89.07,93.51828545295778,98.77569366191157,118.68,85.6,5066,8564.7,0.5914976589956449,24.94944388270982
57,AJMERA,INE298G01027,812.35,845.1285264471649,862.3469262382436,989.0,681.55,38624,67455.48,0.5725850590641413,17.86147623862487
58,AKASH,INE737W01013,27.32,27.05256868897136,27.31025081763393,30.87,23.0,3286,13427.72,0.24471764379954306,11.499838030450277
59,AKSHARCHEM,INE542B01011,219.02,221.02720611717214,226.15216281343066,280.7,195.0,2001,8987.8,0.22263512761743698,21.973637335233338
60,AKUMS,INE09XN01023,522.2,498.7069462939239,505.56627476633383,568.0,405.0,368779,446558.16,0.8258252407704296,8.063380281690133
61,ALEMBICLTD,INE426A01027,99.96,101.85146467339801,102.49390625743432,113.95,85.46,508438,650985.2,0.7810285087894472,12.277314611671795
62,ALIVUS,INE03Q201024,1104.0,1036.2124019799512,1037.0981521783915,1139.4,850.0,136181,113559.78,1.1992009847148348,3.1068983675618824
63,ALBERTDAVD,INE155C01010,825.75,844.67825501495,889.8542539204525,1140.0,762.6,3409,12038.04,0.2831856348707929,27.56578947368421
64,ALICON,INE062D01024,672.25,677.7373435332138,730.3909026950504,907.9,597.15,9039,23448.1,0.3854896558783015,25.95550170723648
65,ALKALI,INE773I01017,84.12,86.05134888023606,87.8601082913834,99.0,74.0,7355,17245.06,0.42649895100393964,15.030303030303024
66,ALLCARGO,INE418H01029,29.75,29.875331285705055,31.690276072990564,38.0,26.39,3362839,4352476.7,0.7726265369783599,21.710526315789476
67,ALLDIGI,INE835G01018,952.3,955.5553302852026,952.2711592750768,1004.05,881.75,9480,12297.42,0.7708934069097421,5.15412579054828
68,ALPHAGEO,INE137C01018,247.7,249.4572009825223,267.85521585919844,319.95,217.0,1927,15657.54,0.12307169580917564,22.58165338334115
69,ALPA,INE385I01010,103.26,107.5836907393078,108.41749810544098,117.99,93.01,22161,47129.98,0.47021025682590994,12.484108822781584
70,AMBICAAGAR,INE792B01012,26.8,28.228068171320515,28.199270146376396,33.0,23.99,57512,36159.6,1.5905043197380502,18.787878787878785
71,AMBIKCO,INE540G01014,1341.3,1370.3515873062815,1381.371529467968,1502.55,1273.05,6831,14291.52,0.4779757506549338,10.731756014774883
72,AMBUJACEM,INE079A01024,539.7,546.2224379907158,528.9570011325666,584.8,455.0,5851731,2707852.0,2.1610232021543276,7.712038303693555
73,AMDIND,INE005I01014,45.58,47.14003329730338,47.71915410731956,56.94,39.85,9791,24786.22,0.39501787686867945,19.950825430277487
74,AMIORG,INE00FF01025,1130.6,1129.5187240740686,1132.9888021603151,1276.8,976.6,548394,585415.78,0.9367598529715068,11.450501253132837
75,AMNPLST,INE275D01022,208.34,218.78030334703342,227.6207633732259,281.0,192.0,8929,12908.52,0.691713689873045,25.8576512455516
76,AMJLAND,INE606A01024,50.14,48.98493509706667,49.78384843085187,54.42,41.87,34446,39553.14,0.8708790250281014,7.86475560455715
77,AMRUTANJAN,INE098F01031,694.3,660.0797460457003,648.2676207872727,734.0,544.1,222553,26392.4,8.43246540670799,5.408719346049053
78,ANANTRAJ,INE242C01024,451.9,474.09321722358425,516.9040956230606,609.5,376.15,1474696,2607481.2,0.5655634257305479,25.857260049220677
79,ANDHRAPAP,INE435A01051,74.45,74.4063519103051,75.63196481289548,84.55,65.1,106104,242757.32,0.4370784782102554,11.94559432288586
80,ANIKINDS,INE087B01017,109.64,112.47079407856941,107.700465130303,133.0,85.51,8459,19573.56,0.432164613897523,17.56390977443609
81,ANDHRSUGAR,INE715B01021,69.81,70.94615956547332,73.0968752514273,83.1,65.1,135145,220885.06,0.6118340461776818,15.992779783393493
82,ANUHPHR,INE489G01022,167.53,170.16485421863524,170.89958915005056,189.7,148.5,21590,39077.54,0.5524912775983339,11.686874011597254
83,ANURAS,INE930P01018,868.55,802.3779919955076,762.5243227534662,879.1,601.0,221352,374721.44,0.5907107957313571,1.200091002161309
84,APCL,INE071F01012,128.25,121.53438540555878,122.6151709726394,152.59,96.2,15441,35939.02,0.42964443660400314,15.951241890032113
85,APEX,INE346W01013,207.94,214.54382231228593,218.25220092393974,246.0,186.55,22686,104524.22,0.21704060551707538,15.471544715447155
86,APLLTD,INE901L01018,875.55,868.3316625182503,873.3050327466888,978.95,725.2,244482,229488.04,1.065336563944683,10.562337198018295
